address,pools,tier,smart,bot,edge,large,targetT,targetLarge,avgNotional,copyROI,copyT,targetCopyROI,targetCopyT,shares,maxShares,markets,categories,top,score_sources,risk
0x0c787cc2962ee6464414da592b892c3886e077f1,sports_holders_push,D,100.0,52.1,100.0,280,1295,241,417,1.1,3,0.0,0,97149,97149,1,soccer:1,Will France vs. Spain end in a draw?,"existing,holder,leaderboard_profit_30d","bot_like_flow,fixed_price,burst_trading,open_copy_exposure"
0xe94bf89e66b852d60866667bddf7bff9dad65abe,sports_holders_push,D,100.0,54.7,100.0,337,144,56,92,41.8,65,94.1,10,39167,13745,5,"basketball:2,soccer:3",Will Jude Bellingham be the top goalscorer at the 2026 FIFA World Cup?,holder,"bot_like_flow,burst_trading,opposite_side_same_market"
0x8a260ebadf8ef07e693dd1b0be120b3330dd73c3,sports_holders_push,D,99.1,51.0,100.0,120,154,62,2321,0.0,0,0.0,0,250000,250000,1,soccer:1,Will France win on 2026-07-14?,holder,"bot_like_flow,burst_trading,open_copy_exposure"
0x7ea571c40408f340c1c8fc8eaacebab53c1bde7b,sports_holders_push,D,100.0,45.0,100.0,333,588,124,136,0.0,0,0.0,0,36100,17656,8,soccer:8,Will France win on 2026-07-14?,"existing,holder,sports_tape","bot_like_flow,burst_trading,open_copy_exposure"
0x6d3c5bd13984b2de47c3a88ddc455309aab3d294,sports_holders_push,BOT,100.0,65.7,100.0,250,698,97,109,1.2,28,0.9,11,118082,65317,8,soccer:8,France vs. Spain: Team to Advance,"existing,holder,leaderboard_volume_30d,leaderboard_volume_7d,leaderboard_volume_all,sports_tape","bot_like_flow,burst_trading,opposite_side_same_market,open_copy_exposure"
0x2b51107e8d030397ea728a794405ffbcf1d2e165,sports_holders_push,D,100.0,49.0,100.0,265,258,180,1138,46.3,23,67.3,15,101980,79044,2,basketball:2,Will Oklahoma City Thunder win the 2027 NBA Finals?,existing,"bot_like_flow,burst_trading,opposite_side_same_market,open_copy_exposure"
0x2d6ac4f70307102ac46e9e6ded67f3838ddf8add,sports_holders_push,C,100.0,44.9,100.0,288,512,76,124,0.0,0,0.0,0,77221,15927,23,soccer:23,Will Spain win on 2026-07-14?,"existing,holder,leaderboard_volume_30d,leaderboard_volume_7d","burst_trading,open_copy_exposure"
0x4d32e23ab079511ab2de13d58211a99b23d39dfc,sports_holders_push,BOT,78.3,69.8,78.6,292,425,122,387,-5.2,5,-8.5,1,73275,53749,3,soccer:3,Will Argentina reach the 2026 FIFA World Cup final?,existing,"bot_like_flow,burst_trading,opposite_side_same_market,negative_copy_sim,open_copy_exposure"
0x5e6e2c3f06686f2607b86c90e35f536e81a1be00,sports_holders_push,D,100.0,59.8,100.0,320,660,199,339,-10.7,4,-99.8,1,40000,40000,1,basketball:1,NBA Summer League: Utah Jazz vs. LA Clippers,"existing,holder","bot_like_flow,burst_trading,opposite_side_same_market,open_copy_exposure"
0xa38a455bbdd4b68486548b7e19da99903f4f821d,sports_holders_push,D,100.0,57.4,100.0,274,797,142,214,0.0,0,0.0,0,83225,52072,3,"basketball:1,soccer:2",Will Lionel Messi be the top goalscorer at the 2026 FIFA World Cup?,"existing,holder","bot_like_flow,burst_trading,open_copy_exposure"
0xa18c5cf2bc6eec389d2d512582ae14654b99d792,sports_holders_push,C,100.0,44.9,100.0,295,949,153,273,0.0,0,0.0,0,50053,16792,8,soccer:8,Will France reach the 2026 FIFA World Cup final?,holder,"burst_trading,open_copy_exposure"
0xc6a71cad90060abc0c1ff8ebd6f6a8fc02ed504e,sports_holders_push,D,95.0,58.7,100.0,221,90,58,1501,2.7,22,-6.8,5,124547,124547,1,soccer:1,France vs. Spain: Team to Advance,holder,"bot_like_flow,burst_trading,opposite_side_same_market"
0x7a0219bca476b3640c09fb2e6068176bf80d3b38,sports_holders_push,BOT,0.0,56.0,29.2,195,933,109,289,0.0,0,0.0,0,155463,155463,1,soccer:1,Will France win on 2026-07-14?,holder,"bot_like_flow,fixed_price,burst_trading,open_copy_exposure"
0xcf7379b4b891c06d88807f6f70efa75378120215,sports_holders_push,C,100.0,45.0,100.0,265,463,45,102,0.0,0,0.0,0,73279,16000,21,soccer:21,Will Spain win on 2026-07-14?,"existing,holder,leaderboard_volume_30d,leaderboard_volume_7d","burst_trading,open_copy_exposure"
0x53757615de1c42b83f893b79d4241a009dc2aeea,sports_holders_push,C,100.0,44.9,100.0,286,1278,284,458,0.0,0,0.0,0,50555,11416,13,"basketball:7,soccer:6",Will Golden State Warriors win the 2027 NBA Finals?,"existing,holder","burst_trading,open_copy_exposure"
0xfb5148fc7223630e0967dbfa8cd920d83ab4742d,sports_holders_push,BOT,96.7,63.4,93.3,276,434,68,225,-2.5,18,6.3,5,61745,30000,6,soccer:6,France vs. Spain: Team to Advance,holder,"bot_like_flow,burst_trading,opposite_side_same_market,negative_copy_sim,open_copy_exposure"
0xf410c083eb92d2ba6417b6c77797a83057deca73,sports_holders_push,D,100.0,55.1,100.0,300,447,139,281,5.8,10,-1.6,4,36350,34861,3,soccer:3,Will England reach the 2026 FIFA World Cup final?,existing,"bot_like_flow,burst_trading,opposite_side_same_market,open_copy_exposure"
0x7e5972bfc25819775ee5a9d4f191919375487b8b,sports_holders_push,D,100.0,46.6,100.0,212,583,77,123,0.0,0,0.0,0,121581,24949,23,"esports:3,soccer:20",Will France reach the 2026 FIFA World Cup final?,"existing,holder","bot_like_flow,burst_trading,open_copy_exposure"
0x22d3f8a94992261392eed316429b466d72895e3a,sports_holders_push,D,100.0,46.9,100.0,288,466,151,287,5.5,2,6.9,1,42447,23009,4,soccer:4,Will Argentina reach the 2026 FIFA World Cup final?,"existing,holder","bot_like_flow,burst_trading,opposite_side_same_market,open_copy_exposure"
0x511f9c771449162349795d17becf8b37031acbe1,sports_holders_push,BOT,94.9,98.4,100.0,204,460,86,94,0.0,0,0.0,0,124230,24807,32,"basketball:14,esports:10,soccer:8",Will Ferran Torres be the top goalscorer at the 2026 FIFA World Cup?,"existing,leaderboard_profit_7d","bot_like_flow,extreme_price_heavy,burst_trading,opposite_side_same_market,open_copy_exposure"
0xeb22f4735df6bd5d14e1b5fd10faefa7757d808a,sports_holders_push,BOT,100.0,76.4,100.0,161,779,52,99,34.9,9,12.0,2,161536,45690,9,"basketball:7,soccer:2",Will LeBron James play for the Philadelphia 76ers in 2026-27?,"existing,holder","bot_like_flow,burst_trading,opposite_side_same_market,open_copy_exposure"
0xd44f4dcf4bbb6b20db270c478261e2d799f37842,sports_holders_push,D,84.8,50.9,100.0,218,1488,218,170,0.0,0,0.0,0,95166,95166,1,soccer:1,Will France win on 2026-07-14?,holder,"bot_like_flow,fixed_price,burst_trading,open_copy_exposure"
0xe221be3b45dfe5ed562ee9dc16f47205728e06f6,sports_holders_push,D,100.0,59.6,100.0,234,1015,89,1873,-35.8,3,0.0,0,77777,77777,1,soccer:1,Will Kylian Mbappe be the top goalscorer at the 2026 FIFA World Cup?,"existing,holder","bot_like_flow,fixed_price,burst_trading,opposite_side_same_market,open_copy_exposure"
0x37f4c111b2a973fb8a9cce94d6ff60048c7249af,sports_holders_push,D,100.0,51.8,100.0,272,537,119,118,-1.2,8,-4.0,4,37092,37092,1,soccer:1,Will Lionel Messi be the top goalscorer at the 2026 FIFA World Cup?,holder,"bot_like_flow,burst_trading,opposite_side_same_market,negative_copy_sim,open_copy_exposure"
0xfea31bc088000ff909be1dfd8d0e3f2c7ef2d227,sports_holders_push,BOT,100.0,65.8,100.0,227,1325,202,427,1.7,2,1.7,1,79193,71115,4,soccer:4,Will France reach the 2026 FIFA World Cup final?,"existing,leaderboard_profit_30d,leaderboard_profit_7d","bot_like_flow,fixed_price,burst_trading,opposite_side_same_market"
0x2a8279573628e5b7a79c895d502e643ce7794a0e,sports_holders_push,B,100.0,10.1,100.0,99,172,99,666,0.0,0,0.0,0,202780,108458,4,basketball:4,Will LeBron James play for the Golden State Warriors in 2026-27?,existing,"opposite_side_same_market,open_copy_exposure"
0xe8c20fd0542de42dd53682c2d3bb58717b093048,sports_holders_push,D,100.0,39.9,100.0,221,1037,152,124,-1.3,5,-3.3,3,76209,37459,5,soccer:5,Will France reach the 2026 FIFA World Cup final?,existing,"burst_trading,opposite_side_same_market,negative_copy_sim,open_copy_exposure"
0xd72804b664e82152476670ba32f3e75f1cbb9e9b,sports_holders_push,D,80.9,53.9,100.0,55,3,3,557,13.6,1,0.0,0,244575,244575,1,soccer:1,France vs. Spain: Team to Advance,holder,"bot_like_flow,fixed_price,burst_trading"
0x9014e9524af13abd4a10f6f59bc5608f66485b73,sports_holders_push,D,100.0,33.4,95.3,161,56,8,181,-2.0,29,-2.9,2,134174,134174,1,soccer:1,Will Lamine Yamal be the top goalscorer at the 2026 FIFA World Cup?,existing,"opposite_side_same_market,negative_copy_sim"
0xadfb6cba33cebca02eab6111ace1e3924b9cc2ef,sports_holders_push,C,100.0,41.1,100.0,244,407,51,71,0.0,0,0.0,0,49925,6028,21,soccer:21,England vs. Argentina: Team to Advance,holder,"burst_trading,open_copy_exposure"
0xe542afd3881c4c330ba0ebbb603bb470b2ba0a37,sports_holders_push,BOT,93.0,100.0,100.0,141,332,35,195,21.0,19,10.4,1,154786,23088,38,"basketball:10,soccer:28",Will Jude Bellingham be the top goalscorer at the 2026 FIFA World Cup?,"existing,holder","bot_like_flow,extreme_price_heavy,burst_trading,opposite_side_same_market"
0xadec0c1c1991e9dd0bdcf9401479614b65b43c7b,sports_holders_push,BOT,100.0,71.0,100.0,228,45,24,141,16.2,23,0.0,0,64012,9366,10,soccer:10,Will Jude Bellingham be the top goalscorer at the 2026 FIFA World Cup?,holder,"bot_like_flow,extreme_price_heavy,burst_trading,opposite_side_same_market"
0x2ccc6ebc5e41d41a3f2a3662c5d4f6547e075a0f,sports_holders_push,BOT,27.0,93.5,55.2,32,1443,21,15,-26.6,3,-26.6,3,265643,35429,17,basketball:17,Will Indiana Pacers win the 2027 NBA Finals?,existing,"bot_like_flow,extreme_price_heavy,burst_trading,opposite_side_same_market,open_copy_exposure"
0xc02147dee42356b7a4edbb1c35ac4ffa95f61fa8,sports_holders_push,BOT,100.0,87.7,100.0,225,924,95,236,3.7,15,-11.7,9,64318,9822,9,soccer:9,Will Mikel Oyarzabal be the top goalscorer at the 2026 FIFA World Cup?,"existing,holder","bot_like_flow,fixed_price,extreme_price_heavy,burst_trading,opposite_side_same_market"
0xe903187c02e8299a7bb28af22c1f560a337d6adb,sports_holders_push,D,100.0,54.0,100.0,241,1249,205,143,-7.7,4,-7.7,4,44977,39999,2,soccer:2,France vs. Spain: Team to Advance,holder,"bot_like_flow,burst_trading,opposite_side_same_market,open_copy_exposure"
0x03805a13a0b3e058f55f6c6af95389d4f431073d,sports_holders_push,BOT,100.0,80.2,100.0,221,134,27,76,0.0,0,0.0,0,65838,6512,68,"basketball:43,esports:11,soccer:14",Will LeBron James play for the Milwaukee Bucks in 2026-27?,"existing,holder","bot_like_flow,extreme_price_heavy,burst_trading,open_copy_exposure"
0xbd73c1249c35b9737cada3619d01cd79efc44da1,sports_holders_push,BOT,100.0,64.0,100.0,240,424,53,112,123.3,48,101.4,7,44919,33086,2,soccer:2,Will Julian Alvarez be the top goalscorer at the 2026 FIFA World Cup?,holder,"bot_like_flow,extreme_price_heavy,burst_trading,opposite_side_same_market,open_copy_exposure"
0x21064fd320bfd5a86f8c92a94d3209edf4154dea,sports_holders_push,BOT,84.9,100.0,93.2,48,117,8,21,-0.3,3,0.0,0,237280,22006,30,"basketball:23,soccer:7",Will Ferran Torres be the top goalscorer at the 2026 FIFA World Cup?,"existing,holder","bot_like_flow,fixed_amount,extreme_price_heavy,burst_trading,opposite_side_same_market,open_copy_exposure"
0xfe9455e2cad5257b26547af62cbbfd75c8968a3d,sports_holders_push,BOT,91.3,61.3,100.0,209,315,36,327,5.9,5,2.1,2,73465,50000,3,soccer:3,France vs. Spain: Team to Advance,holder,"bot_like_flow,burst_trading,opposite_side_same_market,open_copy_exposure"
0x7e5e420a5cde8a322f3b5b93a12a164827f47315,sports_holders_push,BOT,100.0,66.0,100.0,197,1162,144,190,-4.1,3,-6.5,1,84381,82000,4,"esports:3,soccer:1",France vs. Spain: Team to Advance,"existing,holder","bot_like_flow,fixed_price,burst_trading,opposite_side_same_market,open_copy_exposure"
0x5b6331e7ff0831a3fe2ed12004747db1a9c911a4,sports_holders_push,BOT,89.9,77.8,100.0,121,94,11,51,-16.3,23,-3.4,1,158693,34149,38,"esports:2,soccer:36",Will Ousmane Dembele be the top goalscorer at the 2026 FIFA World Cup?,"existing,holder,leaderboard_volume_30d","bot_like_flow,burst_trading,opposite_side_same_market,negative_copy_sim,open_copy_exposure"
0xcbba64cddd05171925ffd05d8f8abd38c83fdbff,sports_holders_push,BOT,100.0,60.8,99.7,94,1035,77,68,1.5,1,1.5,1,183733,85555,3,soccer:3,Will France win on 2026-07-14?,holder,"bot_like_flow,fixed_price,burst_trading,open_copy_exposure"
0x53ecc53e7a69aad0e6dda60264cc2e363092df91,sports_holders_push,BOT,100.0,73.1,100.0,190,1086,158,277,87.3,3,146.3,1,84694,39317,4,"basketball:3,soccer:1",Will LeBron James play for the Golden State Warriors in 2026-27?,"existing,holder","bot_like_flow,extreme_price_heavy,burst_trading,opposite_side_same_market,open_copy_exposure"
0xe7fd3fb56636dedc7dc481eca4b08d8ab5fb89de,sports_holders_push,BOT,100.0,63.2,100.0,232,228,105,1282,6.6,23,-3.7,11,40049,24133,3,soccer:3,Will Harry Kane be the top goalscorer at the 2026 FIFA World Cup?,holder,"bot_like_flow,burst_trading,opposite_side_same_market,open_copy_exposure"
0xcf98eafbaee9fbd41a3d67b59a50e39e55ba6e0a,sports_holders_push,BOT,42.4,86.6,74.5,132,372,56,513,-13.9,5,-13.9,5,143000,143000,1,soccer:1,France vs. Spain: Team to Advance,holder,"bot_like_flow,extreme_price_heavy,burst_trading,opposite_side_same_market,negative_copy_sim,open_copy_exposure"
0x000c8cb93bb5fd4c9f292c6b4c5f7c021bb6bcf3,sports_holders_push,BOT,100.0,62.5,100.0,219,631,137,141,5.1,28,8.0,20,48220,10871,9,soccer:9,Will Lionel Messi be the top goalscorer at the 2026 FIFA World Cup?,"existing,holder","bot_like_flow,burst_trading,opposite_side_same_market"
0x7cbefea2f57bf129ea3446d53397b9520747c4b7,sports_holders_push,BOT,100.0,60.5,100.0,143,936,65,52,6.6,21,8.0,7,120544,60134,22,soccer:22,Will France reach the 2026 FIFA World Cup final?,"existing,holder","bot_like_flow,burst_trading,opposite_side_same_market"
0xaf4d84e9e912ba86208bef165e23e587e5a677c6,sports_holders_push,BOT,100.0,66.9,100.0,161,1226,96,118,11.8,4,11.8,4,101189,101189,1,soccer:1,Will Mikel Oyarzabal be the top goalscorer at the 2026 FIFA World Cup?,"existing,holder","bot_like_flow,burst_trading,opposite_side_same_market,open_copy_exposure"
0x6c439f2c136efab50b08cd8a52de3dfb070dfb9b,sports_holders_push,BOT,100.0,67.5,100.0,223,1004,147,104,32.9,5,37.7,3,35709,10247,8,soccer:8,Will Kylian Mbappe be the top goalscorer at the 2026 FIFA World Cup?,holder,"bot_like_flow,burst_trading,opposite_side_same_market,open_copy_exposure"
0xac4a1fabdac2438d6afa2a9e8e83845310a0bf1e,sports_holders_push,D,100.0,43.4,99.8,199,58,30,81,-1.8,31,0.0,0,55943,12173,21,"basketball:15,soccer:6",Will LeBron James play for the Miami Heat in 2026-27?,holder,"burst_trading,opposite_side_same_market,negative_copy_sim,open_copy_exposure"
0x1f901855edd16a13a700bf561e7604242c4e21fa,sports_holders_push,BOT,70.0,62.1,78.8,204,862,155,651,-2.0,14,-2.7,11,50000,50000,1,soccer:1,France vs. Spain: Team to Advance,holder,"bot_like_flow,burst_trading,opposite_side_same_market,negative_copy_sim,open_copy_exposure"
0x8b3234f9027f4e994e949df4b48b90ab79015950,sports_holders_push,D,100.0,59.8,100.0,197,1307,170,127,-2.9,5,-1.9,4,48307,48307,1,soccer:1,Will France win on 2026-07-14?,"existing,holder","bot_like_flow,burst_trading,opposite_side_same_market,negative_copy_sim"
0xb619ed5b378053f8309c307d2f7adf9c13665068,sports_holders_push,C,100.0,37.5,100.0,186,808,90,116,0.0,0,0.0,0,55137,21228,11,soccer:11,Will Manchester City win the 2026-27 English Premier League (EPL) Championship?,"existing,holder","burst_trading,open_copy_exposure"
0x7b8c5eadb49be4452148aa31fd98738766c01556,sports_holders_push,C,100.0,38.9,100.0,81,105,75,2605,11.5,5,13.1,4,155788,136516,3,soccer:3,Will France reach the 2026 FIFA World Cup final?,"existing,holder","burst_trading,opposite_side_same_market,open_copy_exposure"
0xb687f00464e33934f5d591f224e71c3559ecaee5,sports_holders_push,BOT,71.9,100.0,75.9,3,1227,0,3,0.0,0,0.0,0,239351,93923,8,"basketball:5,soccer:3",Will Ferran Torres be the top goalscorer at the 2026 FIFA World Cup?,"existing,leaderboard_profit_30d,leaderboard_volume_30d,leaderboard_volume_all","bot_like_flow,fixed_amount,fixed_price,extreme_price_heavy,burst_trading"
0x31e257bfaf805ddf74d08b25b6d54ade519adf57,sports_holders_push,D,97.5,54.8,92.5,175,1420,169,120,-0.7,7,-0.7,7,59060,24099,4,soccer:4,Will France win on 2026-07-14?,"existing,holder","bot_like_flow,burst_trading,opposite_side_same_market,negative_copy_sim,open_copy_exposure"
0xec3c3994796e549fa433861ab872e991c2d35dc4,sports_holders_push,D,97.7,58.4,100.0,141,56,47,2691,15.5,9,-30.5,1,91441,57774,2,soccer:2,Will France reach the 2026 FIFA World Cup final?,"existing,holder,sports_tape","bot_like_flow,burst_trading,opposite_side_same_market,open_copy_exposure"
0x74f1b8944c7b10f7239e3dda0de6b8ee42e816a8,sports_holders_push,D,100.0,48.7,100.0,106,546,60,113,-0.4,1,0.0,0,119313,13530,30,soccer:30,Will Jude Bellingham win the Golden Ball at the 2026 FIFA World Cup?,"existing,holder","bot_like_flow,burst_trading,opposite_side_same_market,open_copy_exposure"
0x82398835fe16616214d928ba87127e28fc1cd9a3,sports_holders_push,BOT,99.0,63.7,100.0,155,227,71,845,-11.0,5,-7.7,3,69399,61022,3,basketball:3,Will LeBron James play for the Miami Heat in 2026-27?,existing,"bot_like_flow,burst_trading,opposite_side_same_market,negative_copy_sim,open_copy_exposure"
0x5a218c7ad04135830a45c41aaed7294df7809318,sports_holders_push,BOT,94.0,99.9,100.0,14,216,0,18,-1.3,3,0.0,0,212632,17554,56,"basketball:34,esports:2,soccer:20",Will a player representing France be the top goalscorer at the 2026 FIFA World C,"existing,holder","bot_like_flow,extreme_price_heavy,burst_trading,opposite_side_same_market,open_copy_exposure"
0xe91171f655be1568e4c63f29663c0028649e3d4e,sports_holders_push,BOT,100.0,63.0,100.0,166,679,90,77,9.7,28,15.8,17,54009,17142,21,"basketball:2,esports:1,soccer:18",NBA Summer League: Utah Jazz vs. LA Clippers,holder,"bot_like_flow,burst_trading,opposite_side_same_market,open_copy_exposure"
0x79426d16027fd003fffd6b049e36e30fb9aeb60b,sports_holders_push,D,100.0,58.2,100.0,140,41,29,863,29.0,37,9.2,9,59877,34887,4,basketball:4,Will LeBron James play for the Oklahoma City Thunder in 2026-27?,existing,"bot_like_flow,burst_trading,opposite_side_same_market,open_copy_exposure"
0xa61ef8773ec2e821962306ca87d4b57e39ff0abd,sports_holders_push,BOT,100.0,65.6,100.0,139,981,121,131,0.7,5,0.0,0,60002,30002,2,soccer:2,Will France win on 2026-07-14?,"existing,holder,leaderboard_volume_all","bot_like_flow,burst_trading,opposite_side_same_market,open_copy_exposure"
0xe613b515bd46b1585a8b137a4d291d9b80bd540e,sports_holders_push,BOT,98.2,74.0,91.9,47,255,7,22,0.0,0,0.0,0,152036,19846,31,"basketball:21,soccer:10",Will Ferran Torres be the top goalscorer at the 2026 FIFA World Cup?,"existing,holder","bot_like_flow,extreme_price_heavy,burst_trading"
0x3e7c4ba03347d27c2e4803ccc16ce08193b2596c,sports_holders_push,BOT,100.0,60.2,100.0,147,530,82,63,15.9,39,6.0,27,45460,39619,4,soccer:4,Will Mikel Oyarzabal be the top goalscorer at the 2026 FIFA World Cup?,holder,"bot_like_flow,burst_trading,opposite_side_same_market"
0x0f3433d8b7596000bf1046aa822308d93cf67684,sports_holders_push,D,100.0,58.4,100.0,154,1362,135,70,-20.6,4,-20.6,4,37304,20129,4,soccer:4,Will France win on 2026-07-14?,"existing,holder","bot_like_flow,burst_trading,opposite_side_same_market"
0x7d9d476786b0c811d89fdeca2f9ee0e9fd3b3c52,sports_holders_push,BOT,65.5,64.2,78.0,139,1137,127,212,-1.1,13,-1.0,11,54400,54400,1,soccer:1,Will England vs. Argentina end in a draw?,holder,"bot_like_flow,burst_trading,opposite_side_same_market,negative_copy_sim"
0x7e3321b6863f291019dc04b4dbc1f1b53a411482,sports_holders_push,BOT,95.6,76.6,99.5,137,411,42,73,-0.9,7,-3.7,2,44321,44321,1,soccer:1,Will Mikel Oyarzabal be the top goalscorer at the 2026 FIFA World Cup?,holder,"bot_like_flow,extreme_price_heavy,burst_trading,opposite_side_same_market,negative_copy_sim,open_copy_exposure"
0xf49ce459b52f60b70ce0fe9aa6203e6bf90f9786,sports_holders_push,BOT,73.6,100.0,92.8,44,275,15,64,4.8,1,4.8,1,135877,51015,14,"basketball:8,soccer:6",Will Jude Bellingham be the top goalscorer at the 2026 FIFA World Cup?,"existing,holder","bot_like_flow,fixed_amount,fixed_price,extreme_price_heavy,burst_trading,opposite_side_same_market"
0x835b9f8e830f441087babdcd1f8665f7ec4f118f,sports_holders_push,D,100.0,50.5,100.0,129,412,62,71,20.5,25,17.4,15,40717,13983,9,"basketball:3,soccer:6",Will Jude Bellingham be the top goalscorer at the 2026 FIFA World Cup?,holder,"bot_like_flow,burst_trading,opposite_side_same_market,open_copy_exposure"
0x93375e0bf1a3d41f931af02658105c88a480a410,sports_holders_push,BOT,93.3,99.4,100.0,83,808,6,18,47.3,8,15.6,2,84565,31526,7,soccer:7,Will Mikel Oyarzabal be the top goalscorer at the 2026 FIFA World Cup?,"existing,holder","bot_like_flow,fixed_amount,extreme_price_heavy,burst_trading,opposite_side_same_market"
0x780307095e6eff89e97b2a5cc40995be174dc9af,sports_holders_push,BOT,100.0,100.0,100.0,81,398,44,112,50.2,8,74.0,5,84820,69303,3,"basketball:2,soccer:1",Will LeBron James play for the San Antonio Spurs in 2026-27?,"existing,holder","bot_like_flow,fixed_price,extreme_price_heavy,burst_trading,opposite_side_same_market,open_copy_exposure"
0xeface9902242b0399856f981600b907dcc9bc9a1,sports_holders_push,BOT,100.0,67.0,100.0,68,411,11,30,7.5,17,-0.6,4,94366,18396,18,soccer:18,Will Lionel Messi be the top goalscorer at the 2026 FIFA World Cup?,"existing,holder","bot_like_flow,burst_trading,opposite_side_same_market,open_copy_exposure"
0x552337556e70f851bff6e0e97a2e00df7d5751e9,sports_holders_push,BOT,94.9,70.4,100.0,125,1439,124,171,-1.4,14,-1.4,14,37500,15000,4,"basketball:3,soccer:1",France vs. Spain: Team to Advance,holder,"bot_like_flow,burst_trading,opposite_side_same_market,negative_copy_sim"
0xfbd8c9c22ca76b3662d0e53a4f79719fdc684027,sports_holders_push,BOT,100.0,76.5,100.0,41,619,40,25,0.0,0,0.0,0,121038,18947,10,"basketball:6,soccer:4",Will Ferran Torres be the top goalscorer at the 2026 FIFA World Cup?,"existing,holder","bot_like_flow,extreme_price_heavy,burst_trading,open_copy_exposure"
0x801ba46b0e7ba3f82e6a3cfcedb436318e43e036,sports_holders_push,BOT,57.0,95.1,67.1,4,307,0,2,0.0,0,0.0,0,162560,61659,9,basketball:9,Will Milwaukee Bucks win the 2027 NBA Finals?,existing,"bot_like_flow,fixed_amount,extreme_price_heavy,burst_trading,opposite_side_same_market"
0x49ebd7ba46eca5e7a7336027d7b46792bf39cf37,sports_holders_push,BOT,90.9,91.1,100.0,103,18,16,201,12.1,7,168.7,2,52750,52750,1,soccer:1,Will France win on 2026-07-14?,holder,"bot_like_flow,fixed_amount,fixed_price,burst_trading,opposite_side_same_market"
0xcbab32f3fb2a64a4df2eddda9b65b9e53642cad4,sports_holders_push,D,100.0,56.0,100.0,80,319,58,419,6.1,7,1.4,3,71940,71940,1,basketball:1,Will LeBron James play for the Golden State Warriors in 2026-27?,existing,"bot_like_flow,burst_trading,opposite_side_same_market,open_copy_exposure"
0xcb016f2b417f98c88fc91fffe7e69d4a6b1c7dfb,sports_holders_push,BOT,100.0,61.8,86.4,5,1094,3,9,0.0,0,0.0,0,136817,23228,20,"basketball:5,soccer:15",Will Harry Kane win the Golden Ball at the 2026 FIFA World Cup?,"existing,holder","bot_like_flow,burst_trading"
0xc1ff0721be94d8353e422b72ea38b4d56fe525f1,sports_holders_push,,,,,,,,,,,,,147571,51462,28,"basketball:25,soccer:3",Will Ferran Torres be the top goalscorer at the 2026 FIFA World Cup?,,
0xc7d02944a76b9f83b199e9090ecc92c82d241f8a,sports_holders_push,BOT,100.0,68.9,100.0,40,489,13,20,0.1,5,1.9,3,100113,7937,50,"basketball:20,esports:6,soccer:24",Will LeBron James play for the Los Angeles Lakers in 2026-27?,"existing,holder","bot_like_flow,burst_trading,opposite_side_same_market,open_copy_exposure"
0x3eebc6525e6f9e3d87cdedaf3bbdc0a2ea04c387,sports_holders_push,C,100.0,43.3,100.0,86,1498,86,40,0.0,0,0.0,0,50374,49159,2,soccer:2,Will France win on 2026-07-14?,"existing,holder",burst_trading
0xc03ce4d8af842ca6251ac57228b3ffb166ed50af,sports_holders_push,BOT,98.2,75.6,93.0,0,0,0,19,0.0,0,0.0,0,136444,20508,14,"basketball:12,soccer:2",Will LeBron James play for the Milwaukee Bucks in 2026-27?,"existing,leaderboard_profit_30d","bot_like_flow,extreme_price_heavy,burst_trading"
0xff4b1f20ab269d3f82287428537f8b533cbfd019,sports_holders_push,BOT,100.0,78.7,100.0,73,108,5,37,-15.6,1,0.0,0,63231,18321,16,soccer:16,Will Mikel Oyarzabal be the top goalscorer at the 2026 FIFA World Cup?,"existing,holder","bot_like_flow,extreme_price_heavy,burst_trading,opposite_side_same_market,open_copy_exposure"
0x24db339be6bff02f37e22ee9e1f3003d4d8f50ba,sports_holders_push,B,100.0,30.9,100.0,91,65,42,331,37.5,17,16.2,8,40626,31156,2,soccer:2,Will France reach the 2026 FIFA World Cup final?,existing,opposite_side_same_market
0x4a4281aad8a247eed86469b3b8a6e9f094d9fab9,sports_holders_push,BOT,55.8,84.7,63.1,0,469,0,0,0.0,0,0.0,0,137761,49268,4,basketball:4,Will Brooklyn Nets win the 2027 NBA Finals?,existing,"bot_like_flow,fixed_amount,extreme_price_heavy,opposite_side_same_market"
0x39d2e2f4aa4d7f941a0ba8ac3d912e7b279e0b90,sports_holders_push,D,19.5,8.2,28.0,43,64,43,684,0.0,0,0.0,0,89530,42788,3,basketball:3,Will LeBron James play for the Golden State Warriors in 2026-27?,existing,open_copy_exposure
0xfbac35185100acb7a35b7ea72e9090215b2119ef,sports_holders_push,BOT,68.3,76.1,57.6,0,178,0,5,0.0,0,0.0,0,128093,60907,6,basketball:6,Will LeBron James play for the Indiana Pacers in 2026-27?,existing,"bot_like_flow,fixed_amount,extreme_price_heavy,opposite_side_same_market"
0xd9b9de38b5af0367f350b0f24ad5f48404e903b8,sports_holders_push,BOT,100.0,67.2,100.0,43,65,27,180,41.9,8,3.1,5,79221,79221,1,basketball:1,Will LeBron James play for the New York Knicks in 2026-27?,existing,"bot_like_flow,extreme_price_heavy,burst_trading,opposite_side_same_market,open_copy_exposure"
0x3608117a19c088bb236f8bb772d40d909cc3b13d,sports_holders_push,B,100.0,14.6,100.0,28,73,26,974,0.0,0,0.0,0,84955,44500,2,soccer:2,Will France vs. Spain end in a draw?,holder,"fixed_price,open_copy_exposure"
